phage_taxid,phage_name,phage_accession,phage_gi,phage_date,host_taxid,host_name,host_superkingdom,host_phylum,host_class,host_order,host_family,host_genus,host_species
2686268,Flavobacterium phage vB_FspS_sniff9-1,NC_048839,1859666962,2019,2654245,Flavobacterium sp. LMO9,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp. LMO9
2686270,Flavobacterium phage vB_FspS_snork6-1,NC_048840,1859667037,2019,2654243,Flavobacterium sp. LMO6,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp. LMO6
2686273,Flavobacterium phage vB_FspS_snusmum6-1,NC_048841,1859667111,2019,2654243,Flavobacterium sp. LMO6,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp. LMO6
2686277,Flavobacterium phage vB_FspS_stinky9-1,NC_048842,1859667184,2019,2654245,Flavobacterium sp. LMO9,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp. LMO9
2686278,Flavobacterium phage vB_FspS_tant8-1,NC_048843,1859667254,2019,2654244,Flavobacterium sp. LMO8,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp. LMO8
2686279,Flavobacterium phage vB_FspS_tooticki6-1,NC_048844,1859667317,2019,2654243,Flavobacterium sp. LMO6,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp. LMO6
1458858,Flavobacterium sp. phage 1/32,KJ018210,587757616,2013,239,Flavobacterium sp.,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp.
1640977,Fusobacterium phage Funu1,KR131710,807197662,2015,851,Fusobacterium nucleatum,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum
1458842,Geobacillus phage GBK2,NC_023612,589893762,2014,1462,Geobacillus kaustophilus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus kaustophilus
365048,Geobacillus phage GBSV1,NC_008376,124300942,2005,340407,Geobacillus sp. 6k51,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus sp. 6k51
1965361,Geobacillus phage TP-84,NC_041918,1631922174,2017,1422,Geobacillus stearothermophilus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus stearothermophilus
447909,Geobacillus virus E2,NC_009552,1559969448,2006,129337,Geobacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,
1572712,Geobacillus virus E3,NC_029073,985758336,2014,129337,Geobacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,
2047788,Gluconobacter phage GC1,NC_042083,1631942369,2017,38307,Gluconobacter cerinus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,Gluconobacter cerinus
2079413,Gordonia phage Adgers,NC_048695,1859648648,2018,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
2250319,Gordonia phage Apricot,NC_048018,1842019814,2018,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
2507862,Gordonia phage Asapag,NC_048146,1842032097,2019,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
1821548,Gordonia phage Attis,NC_041883,1631917847,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
2656529,Gordonia phage Avazak,NC_048822,1859665375,2019,36822,Gordonia rubripertincta,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia rubripertincta
1838061,Gordonia phage Bachita,NC_030936,1068512463,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
1887641,Gordonia phage Bantam,NC_031074,1070102821,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
1821549,Gordonia phage BaxterFox,NC_031226,1070620180,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
2591111,Gordonia phage Beaver,NC_048783,1859660051,2019,36822,Gordonia rubripertincta,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia rubripertincta
2047830,Gordonia phage BENtherdunthat,NC_047891,1842008291,2017,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
1821551,Gordonia phage BetterKatz,NC_031247,1070638683,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
2047831,Gordonia phage BirksAndSocks,NC_047892,1842008394,2017,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
1838062,Gordonia phage Blueberry,NC_030943,1068512853,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
1838063,Gordonia phage Bowser,NC_030930,1068359131,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
2079564,Gordonia phage Brandonk123,NC_042108,1631945299,2018,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
1838064,Gordonia phage BritBrat,NC_030942,1068512740,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
2530116,Gordonia phage BrutonGaster,NC_048169,1842033595,2019,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
1887643,Gordonia phage CaptainKirk2,NC_031072,1070102741,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
1887644,Gordonia phage CarolAnn,NC_031118,1070106105,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
2588132,Gordonia phage Chelms,NC_048768,1859657771,2019,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
2601686,Gordonia phage Chikenjars,NC_048810,1859663899,2019,36822,Gordonia rubripertincta,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia rubripertincta
1838065,Gordonia phage ClubL,NC_030901,1068510302,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
1838066,Gordonia phage Cozz,NC_030941,1068512658,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
2656532,Gordonia phage Crocheter,NC_048825,1859665675,2019,36822,Gordonia rubripertincta,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia rubripertincta
1887645,Gordonia phage Cucurbita,NC_031029,1070098432,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
2283286,Gordonia phage Daredevil,NC_048021,1842020083,2018,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
1838067,Gordonia phage Demosthenes,NC_030944,1068512950,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
2507858,Gordonia phage Duffington,NC_048750,1859655326,2019,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
2713262,Gordonia phage DumpsterDude,NC_053172,1995405449,2020,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
1821552,Gordonia phage Emalyn,NC_031234,1070620931,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
1887646,Gordonia phage Eyre,NC_031122,1070106545,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
2572526,Gordonia phage Fairfaxidum,NC_048185,1842035533,2019,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
2079280,Gordonia phage Flakey,NC_047921,1842010694,2018,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
2250392,Gordonia phage Fryberger,NC_048027,1842020455,2018,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
1647469,Gordonia phage GAL1,NC_031936,1102620305,2015,84096,Gordonia alkanivorans,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia alkanivorans
2315531,Gordonia phage Getalong,NC_048083,1842027096,2018,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
1887647,Gordonia phage Ghobes,NC_031028,1070098372,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
2599843,Gordonia phage Gibbin,NC_048812,1859664152,2019,36822,Gordonia rubripertincta,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia rubripertincta
1647470,Gordonia phage GMA1,NC_030902,1068357892,2015,410332,Gordonia malaquae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia malaquae
1647284,Gordonia phage GMA3,NC_028668,966198737,2015,410332,Gordonia malaquae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia malaquae
1647471,Gordonia phage GMA4,NC_030939,1068359352,2015,410332,Gordonia malaquae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia malaquae
1647472,Gordonia phage GMA5,NC_030907,1068358008,2015,410332,Gordonia malaquae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia malaquae
1647285,Gordonia phage GMA6,NC_030906,1068510715,2015,410332,Gordonia malaquae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia malaquae
1647286,Gordonia phage GMA7,NC_028673,966199040,2015,410332,Gordonia malaquae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia malaquae
1622190,Gordonia phage Gmala1,NC_028972,971761998,2015,84139,Gordonia sp.,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia sp.
2562192,Gordonia phage GodonK,NC_048176,1842034505,2019,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
1622191,Gordonia phage GordDuk1,NC_029060,985757494,2015,84139,Gordonia sp.,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia sp.
1622192,Gordonia phage GordTnk2,NC_029074,985758538,2015,84139,Gordonia sp.,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia sp.
1109710,Gordonia phage GRU1,NC_016435,359802358,2011,36822,Gordonia rubripertincta,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia rubripertincta
1647473,Gordonia phage GRU3,NC_030935,1068512410,2015,36822,Gordonia rubripertincta,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia rubripertincta
1622193,Gordonia phage Gsput1,NC_030932,1068359264,2015,36823,Gordonia sputi,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia sputi
981323,Gordonia phage GTE2,NC_015720,338826857,2010,1823,Nocardia otitidiscaviarum,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia otitidiscaviarum
981323,Gordonia phage GTE2,NC_015720,338826857,2010,1833,Rhodococcus erythropolis,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus erythropolis
981323,Gordonia phage GTE2,NC_015720,338826857,2010,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
981323,Gordonia phage GTE2,NC_015720,338826857,2010,33008,Rhodococcus globerulus,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus globerulus
981323,Gordonia phage GTE2,NC_015720,338826857,2010,37326,Nocardia brasiliensis,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia brasiliensis
319522,Gordonia phage GTE5,NC_016434,359802265,2011,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
1647474,Gordonia phage GTE6,NC_028665,966198534,2015,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
1100814,Gordonia phage GTE7,NC_016166,358356850,2011,1824,Nocardia asteroides,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia asteroides
1100814,Gordonia phage GTE7,NC_016166,358356850,2011,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
1100814,Gordonia phage GTE7,NC_016166,358356850,2011,37330,Nocardia nova,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia nova
1100814,Gordonia phage GTE7,NC_016166,358356850,2011,89053,Gordonia amicalis,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia amicalis
1100814,Gordonia phage GTE7,NC_016166,358356850,2011,339863,Gordonia australis,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia australis
1100814,Gordonia phage GTE7,NC_016166,358356850,2011,410332,Gordonia malaquae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia malaquae
1647475,Gordonia phage GTE8,NC_028653,966197462,2015,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
1821553,Gordonia phage Guacamole,NC_031265,1070639765,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
2047872,Gordonia phage Gustav,NC_042088,1631942767,2017,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
1887648,Gordonia phage Hedwig,NC_031099,1070063187,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
2301696,Gordonia phage Horus,NC_048039,1842021153,2018,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
1821554,Gordonia phage Hotorobo,NC_031229,1070620723,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
2653716,Gordonia phage Jellybones,NC_048820,1859665051,2019,36822,Gordonia rubripertincta,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia rubripertincta
2708629,Gordonia phage John316,NC_048851,1859668125,2020,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
1887649,Gordonia phage JSwag,NC_031060,1070101766,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
1887650,Gordonia phage Jumbo,NC_031109,1070105555,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
1838070,Gordonia phage KatherineG,NC_030695,1049011657,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
1821555,Gordonia phage Katyusha,NC_041950,1631925441,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
2499025,Gordonia phage Kenna,NC_048141,1842031663,2018,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
2588490,Gordonia phage Kenosha,NC_048793,1859661214,2019,36822,Gordonia rubripertincta,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia rubripertincta
1821556,Gordonia phage Kita,NC_031233,1070637863,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
1838071,Gordonia phage Kvothe,NC_030914,1068511114,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
2599845,Gordonia phage Lambo,NC_048814,1859664354,2019,36822,Gordonia rubripertincta,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia rubripertincta
2041512,Gordonia phage Lennon,NC_042045,1631938027,2017,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
1821557,Gordonia phage Lucky10,NC_031267,1070619825,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
2047873,Gordonia phage Mahdia,NC_042089,1631942837,2017,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
1838072,Gordonia phage McGonagall,NC_030912,1068511058,2016,945692,Gordonia neofelifaecis,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia neofelifaecis
1838073,Gordonia phage Monty,NC_030924,1068511787,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
1887651,Gordonia phage Nyceirae,NC_031004,1070096280,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
1821558,Gordonia phage Nymphadora,NC_031061,1070101868,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
1821559,Gordonia phage Obliviate,NC_031237,1070620999,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
2652414,Gordonia phage OhMyWard,NC_048816,1859664551,2019,36822,Gordonia rubripertincta,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia rubripertincta
1838074,Gordonia phage OneUp,NC_030917,1068358514,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
1838075,Gordonia phage Orchid,NC_030915,1068358383,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
1821560,Gordonia phage Phinally,NC_031112,1070105831,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
2301694,Gordonia phage Phistory,NC_048040,1842021257,2018,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
2599848,Gordonia phage Ranch,NC_048813,1859664252,2019,36822,Gordonia rubripertincta,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia rubripertincta
1887652,Gordonia phage Remus,NC_031031,1070098886,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
2507854,Gordonia phage Rickmore,NC_048749,1859655233,2019,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
2250397,Gordonia phage Ronaldo,NC_048028,1842020600,2018,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
1838077,Gordonia phage Rosalind,NC_030694,1049011557,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
2250323,Gordonia phage Ruthy,NC_048019,1842019916,2018,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
2599849,Gordonia phage Sadboi,NC_048815,1859664453,2019,36822,Gordonia rubripertincta,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia rubripertincta
1821561,Gordonia phage Schnabeltier,NC_031255,1339972633,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
2725616,Gordonia phage Secretariat,NC_048876,1859671273,2020,36822,Gordonia rubripertincta,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia rubripertincta
1838078,Gordonia phage Smoothie,NC_030696,1049011756,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
1821562,Gordonia phage SoilAssassin,NC_031251,1070621523,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
2502420,Gordonia phage Sombrero,NC_048746,1859654727,2019,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
1838079,Gordonia phage Soups,NC_030698,1049011938,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
2182349,Gordonia phage Sour,NC_042132,1631947954,2018,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
1838080,Gordonia phage Splinter,NC_030927,1068359041,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
2079281,Gordonia phage SteveFrench,NC_048207,1842038375,2018,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
1887653,Gordonia phage Strosahl,NC_041886,1631918296,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
2201430,Gordonia phage Suzy,NC_047990,1842015899,2018,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
2652415,Gordonia phage Tanis,NC_048817,1859664638,2019,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
1887654,Gordonia phage Terapin,NC_031001,1070096182,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
2599852,Gordonia phage Toast,NC_053173,1995405525,2019,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
2201431,Gordonia phage Trine,NC_047991,1842015996,2018,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
2079282,Gordonia phage Troje,NC_042102,1631944736,2018,2053,Gordonia,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,
1887655,Gordonia phage Twister6,NC_031052,1070100812,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
1821563,Gordonia phage UmaThurman,NC_031249,1070621362,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
2656542,Gordonia phage Untouchable,NC_048823,1859665469,2019,36822,Gordonia rubripertincta,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia rubripertincta
1838081,Gordonia phage Utz,NC_030921,1068511633,2016,2053,Gordonia,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,
1838081,Gordonia phage Utz,NC_030921,1068511633,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
1838082,Gordonia phage Vendetta,NC_030911,1068358192,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
1821564,Gordonia phage Vivi2,NC_031239,1070637946,2016,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
2108120,Gordonia phage Waits,NC_042123,1631946890,2018,2055,Gordonia terrae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae
